Newcastle City Council Invoices over �250 paid in January 2014,,,,,,,,,,,,
,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,
Environment & Regeneration,NS: Asset Man              ,Premises,15/01/2014,AIR TECHNIQUE,6117794,Revenue,1KL1C,Outer West Pool,485.00 ,,,
Environment & Regeneration,NS: Asset Man              ,Premises,15/01/2014,AIR TECHNIQUE,6117795,Revenue,1KL1G,Gosforth Pool,812.00 ,,,
Environment & Regeneration,NS: Asset Man              ,Premises,15/01/2014,AIR TECHNIQUE,6117796,Revenue,1KL1E,Elswick Pool,306.00 ,,,
Environment & Regeneration,NS: Asset Man              ,Premises,17/01/2014,AIR TECHNIQUE,6120282,Revenue,1KL4A,Centre For Sport             K,898.00 ,,,
Adult and Culture,Social Services                        ,Premises,31/01/2014,AJP PROPERTY SERVICES LTD,5911029,Revenue,1MN30,Asylum Seekers Adults,455.00 ,,,
Children's Services,Social Services - Social Care Payments ,Third Party Payments,14/01/2014,AK CHILDCARE LTD,6116360,Revenue,1MC02,Ind Sector Placements,"11,200.00 ",,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,13/01/2014,AKW MEDI-CARE LTD,6112604,Revenue,1KBAA,Building Contracts,300.64 ,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,10/01/2014,AKW MEDI-CARE LTD,6112633,Revenue,3KIMD,Other Stores Stock Account,402.00 ,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,20/01/2014,AKW MEDI-CARE LTD,6120111,Revenue,3KIMD,Other Stores Stock Account,521.60 ,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/01/2014,AKW MEDI-CARE LTD,6069814,Revenue,1KBAA,Building Contracts,300.64 ,,,
Chief Executive's,"CD - Audit, Insurance & Risk NOR       ",Supplies & Services,08/01/2014,ALARM,6110517,Revenue,3RM18,Insurance Control Susp-Financ,495.00 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALBANY HOUSE  (WHITLEY BAY),6129172,Revenue,1MM20,Ind Res Care MH,"3,595.02 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALBANY HOUSE  (WHITLEY BAY),6129173,Revenue,1MM20,Ind Res Care MH,"1,198.34 ",,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,07/01/2014,ALBANY MOTORS,6109151,Revenue,1KESG,Light Workshop Code 5 Repairs,350.00 ,,,
Chief Executive's,CD - Revenues & Benefits         ,Supplies & Services,10/01/2014,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,6112672,Revenue,1CR01,Revenues & Benefits Managemnt,285.00 ,,,
Adult and Culture,Adult Serv Admin Support   ,Supplies & Services,22/01/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6122697,Revenue,1MG02,Assmnt & Care Man Elderly Hosp,995.00 ,,,
Adult and Culture,AS - Learning City         ,Supplies & Services,09/01/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6110847,Revenue,1EA02,Curriculum North FE,294.00 ,,,
Chief Executive's,CD - SPAM Trading Account        ,Capital Expenditure,14/01/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6113849,Capital,2FT14,Property Services,260.00 ,,,
Chief Executive's,CD - Customer Service Centres    ,Supplies & Services,10/01/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6112664,Revenue,1FA53,Reg of Births Deaths & Margs,720.00 ,,,
Environment & Regeneration,Cityworks Sports Dev       ,Supplies & Services,09/01/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6110845,Revenue,1KLV0,Physical Activity Strategy,"2,730.00 ",,,
Environment & Regeneration,NS: Energy              ,Supplies & Services,28/01/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6112668,Revenue,1EA02,Curriculum North FE,840.00 ,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,23/01/2014,ALBERT KENNEDY TRUST OUTPOST,6125074,Revenue,1MX50,SP Block Gross,"5,822.32 ",,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,09/01/2014,ALD HAIRDRESSING TRAINING ACADEMY,6110196,Revenue,1E+254,Linhope PRU,351.00 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALEXANDRA PARK,6129258,Revenue,1MM20,Ind Res Care MH,"6,197.22 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALEXANDRA PARK,6129259,Revenue,1MM20,Ind Res Care MH,"2,065.74 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MG10,Ind Nursing Care Elderly,"-3,128.91 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MG20,Ind Res Care Elderly,"-1,458.00 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MG10,Ind Nursing Care Elderly,"-1,128.98 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MG20,Ind Res Care Elderly,-121.50 ,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MG10,Ind Nursing Care Elderly,"-4,566.20 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MG20,Ind Res Care Elderly,"-1,299.30 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MG10,Ind Nursing Care Elderly,"-1,094.70 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MG20,Ind Res Care Elderly,-797.60 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MG10,Ind Nursing Care Elderly,"66,286.19 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MG20,Ind Res Care Elderly,"8,501.64 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,3WH71,Free Nursing Care Self Funder,329.37 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,3WH77,Free Nursing Care Com Care,"-11,527.95 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,3WH93,Continuing Care,658.74 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MG10,Ind Nursing Care Elderly,"5,255.28 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MG20,Ind Res Care Elderly,"2,864.88 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MM20,Ind Res Care MH,488.00 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,3WH71,Free Nursing Care Self Funder,109.79 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,3WH77,Free Nursing Care Com Care,219.58 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,3WH93,Continuing Care,439.16 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MG10,Ind Nursing Care Elderly,"15,742.31 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MG20,Ind Res Care Elderly,"33,378.20 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,1MM20,Ind Res Care MH,"1,464.00 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,3WH71,Free Nursing Care Self Funder,"-3,685.80 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,3WH77,Free Nursing Care Com Care,"-4,391.60 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129275,Revenue,3WH93,Continuing Care,"2,807.49 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MG10,Ind Nursing Care Elderly,"5,303.29 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,1MG20,Ind Res Care Elderly,"1,597.80 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,ALLAN COURT RESIDENTIAL HOME,6129276,Revenue,3WH77,Free Nursing Care Com Care,329.37 ,,,
Environment & Regeneration,Cityworks Jes Dene         ,Employees,28/01/2014,ALLARB LTD,6129123,Revenue,1KEHA,Arbor Team,"1,980.00 ",,,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,10/01/2014,ALLIANCE DISPOSABLES LTD,6108584,Revenue,1KF07,Banqueting Suite,250.80 ,,,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,15/01/2014,ALLIANCE DISPOSABLES LTD,6117624,Revenue,1KF07,Banqueting Suite,233.30 ,,,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,15/01/2014,ALLIANCE DISPOSABLES LTD,6117624,Revenue,1KF07,Banqueting Suite,254.57 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,10/01/2014,ALLIED HEALTHCARE GROUP,6104488,Revenue,1MG53,Supporting People Eld,"17,689.08 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MG51,Ind Home Per Care Elderly,"21,389.75 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MG52,Ind Home Dom Supp Elderly,310.08 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MH51,Ind Home Per Care PD,"2,265.00 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MH52,Ind Home Dom Supp PD,29.07 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MK51,Ind Home-Per Care LD,775.50 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MM51,Ind Home-Per Care MH,"1,111.00 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MG51,Ind Home Per Care Elderly,"37,053.02 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MG52,Ind Home Dom Supp Elderly,794.58 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MH51,Ind Home Per Care PD,"7,633.84 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MH52,Ind Home Dom Supp PD,358.53 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MK51,Ind Home-Per Care LD,"1,337.42 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MM51,Ind Home-Per Care MH,"1,372.01 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/01/2014,ALLIED HEALTHCARE GROUP,6122368,Revenue,1MM52,Ind Home-Dom Supp MH,261.63 ,,,
HRA,HRA Income                 ,Supplies & Services,13/01/2014,ALLPAY.NET LIMITED,6114516,Revenue,1HCTG,HRA Income - General Team,"1,102.91 ",,,
HRA,HRA Income                 ,Supplies & Services,13/01/2014,ALLPAY.NET LIMITED,6114516,Revenue,1HCTG,HRA Income - General Team,67.55 ,,,
HRA,HRA Income                 ,Supplies & Services,27/01/2014,ALLPAY.NET LIMITED,6111642,Revenue,1HCTG,HRA Income - General Team,105.36 ,,,
HRA,HRA Income                 ,Third Party Payments,13/01/2014,ALLPAY.NET LIMITED,6114516,Revenue,1HCTG,HRA Income - General Team,"1,713.31 ",,,
HRA,HRA Income                 ,Third Party Payments,27/01/2014,ALLPAY.NET LIMITED,6111642,Revenue,1HCTG,HRA Income - General Team,265.77 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/01/2014,ALZHEIMERS SOCIETY,6113977,Revenue,1MG60,Ind Day Care Elderly,"13,382.32 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",14/01/2014,AMBER HOUSE RESIDENTIAL HOME,6116078,Revenue,1MG20,Ind Res Care Elderly,"-2,090.40 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,AMBER HOUSE RESIDENTIAL HOME,6129279,Revenue,1MG20,Ind Res Care Elderly,-73.81 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,AMBER HOUSE RESIDENTIAL HOME,6116078,Revenue,1MG20,Ind Res Care Elderly,"6,888.48 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,AMBER HOUSE RESIDENTIAL HOME,6129279,Revenue,1MG20,Ind Res Care Elderly,369.05 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,AMBER HOUSE RESIDENTIAL HOME,6116078,Revenue,1MG20,Ind Res Care Elderly,150.24 ,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,20/01/2014,AMCO ENGINEERING,6118490,Revenue,1KKU6,Ouseburn Barrage Maintenance,"1,251.00 ",,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,23/01/2014,ANCHOR TRUST,6125068,Revenue,1MX51,SP Block Subsidy,600.16 ,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,23/01/2014,ANCHOR TRUST,6125068,Revenue,1MX51,SP Block Subsidy,270.85 ,,,
Children's Services,Raising Stnds              ,Supplies & Services,14/01/2014,ANDRELL EDUCATION LTD,6115285,Revenue,1E66A,Seconday Improvement Team,"1,100.00 ",,,
Environment & Regeneration,CW Security Services             ,Capital Expenditure,31/01/2014,ANDTECH SYSTEMS,6128609,Capital,2KL01,Leisure Services,905.00 ,,,
Environment & Regeneration,CW Security Services             ,Premises,08/01/2014,ANDTECH SYSTEMS,6108054,Revenue,1KKY2,Allendale Accomodation,"1,000.00 ",,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,29/01/2014,ANFIELD COURT RESIDENTS ASSOCIATION,6131687,Revenue,1KN31,Fawdon Ward,375.00 ,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,14/01/2014,ANTALIS MCNAUGHTON LTD,6115485,Revenue,1CP17,Digital Printing,281.75 ,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,08/01/2014,ANTALIS MCNAUGHTON LTD,6110364,Revenue,1CP17,Digital Printing,281.75 ,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,07/01/2014,ANTALIS MCNAUGHTON LTD,6108634,Revenue,1CP17,Digital Printing,"2,066.20 ",,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,27/01/2014,ANTALIS MCNAUGHTON LTD,6127919,Revenue,1CP17,Digital Printing,"4,039.00 ",,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,22/01/2014,ANTALIS MCNAUGHTON LTD,6124062,Revenue,1CP17,Digital Printing,485.75 ,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,22/01/2014,ANTALIS MCNAUGHTON LTD,6124064,Revenue,1CP17,Digital Printing,"1,035.45 ",,,
Chief Executive's,CD - Markets                     ,Supplies & Services,29/01/2014,APEX RADIO SYSTEMS LTD,6131658,Revenue,1DR03,Grainger Market,"1,500.00 ",,,
Adult and Culture,Adult Serv Capability's    ,Supplies & Services,16/01/2014,APOGEE CORPORATION,6118574,Revenue,1MW03,Capabilities,407.99 ,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,23/01/2014,APPLE RETAIL UK LIMITED,6124459,Revenue,1E+75,Our Lady & St. Annes R.C. Prmy,"2,586.49 ",,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,21/01/2014,APPLE RETAIL UK LIMITED,6121727,Revenue,1E+75,Our Lady & St. Annes R.C. Prmy,"1,561.06 ",,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,21/01/2014,APPLE RETAIL UK LIMITED,6121728,Revenue,1E+75,Our Lady & St. Annes R.C. Prmy,974.74 ,,,
Environment & Regeneration,Cityworks Jes Dene         ,Supplies & Services,03/01/2014,ARBORICULTURAL ASSOCIATION,6106855,Revenue,1KEHA,Arbor Team,520.00 ,,,
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,22/01/2014,ARCO LTD,6107224,Revenue,1KL1G,Gosforth Pool,326.14 ,,,
Chief Executive's,CD - Communities                 ,Supplies & Services,15/01/2014,AREEEBA DISTRIBUTION,6117753,Revenue,1KN50,Denton Ward,300.00 ,,,
Environment & Regeneration,EEC Housing                ,Supplies & Services,31/01/2014,ARGOS BUSINESS SOLUTIONS,6120465,Revenue,1D540,District Function,346.27 ,,,
Chief Executive's,CD - SPAM Trading Account        ,Supplies & Services,06/01/2014,ARGUS SOFTWARE LIMITED,6101717,Revenue,1DTS1,I&D Property Services,800.00 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,09/01/2014,ARK HOUSE TREATMENT CENTRE,6111252,Revenue,1MP27,DAT Residential Rehab,"1,919.96 ",,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,09/01/2014,ARK HOUSE TREATMENT CENTRE,6111254,Revenue,1MP27,DAT Residential Rehab,"1,800.88 ",,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,08/01/2014,ARNOLD CLARK,6110210,Revenue,1KENB,Fleet Workshops OH,301.99 ,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,14/01/2014,ARNOLD CLARK,6116412,Revenue,1KESY,Fleet Services Hire office,294.00 ,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,30/01/2014,ARNOLD CLARK,6116414,Revenue,1KESY,Fleet Services Hire office,286.00 ,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,14/01/2014,ARNOLD CLARK,6116410,Revenue,1KESH,Light Workshop Routine Repair,473.25 ,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,21/01/2014,ARNOLD CLARK,6116411,Revenue,1KESH,Light Workshop Routine Repair,149.41 ,,,
