Newcastle City Council Invoices over �250 paid in September 2014,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/09/2014,AKW MEDI-CARE LTD,6337232,Revenue,1KBAA,Building Contracts,277.37,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,08/09/2014,AKW MEDI-CARE LTD,6342420,Revenue,1KBAA,Building Contracts,580.75,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/09/2014,AKW MEDI-CARE LTD,6338605,Revenue,1KBAA,Building Contracts,375.06,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/09/2014,AKW MEDI-CARE LTD,6339544,Revenue,1KBAA,Building Contracts,330.93,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/09/2014,AKW MEDI-CARE LTD,6339737,Revenue,1KBAA,Building Contracts,559.48,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/09/2014,AKW MEDI-CARE LTD,6339869,Revenue,1KBAA,Building Contracts,559.48,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,10/09/2014,AKW MEDI-CARE LTD,6344497,Revenue,1KBAA,Building Contracts,466.24,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/09/2014,AKW MEDI-CARE LTD,6343470,Revenue,1KBAA,Building Contracts,339.21,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,23/09/2014,AKW MEDI-CARE LTD,6349452,Revenue,1KBAA,Building Contracts,559.48,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,23/09/2014,AKW MEDI-CARE LTD,6351043,Revenue,3KIMD,Other Stores Stock Account,537.20,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25/09/2014,AKW MEDI-CARE LTD,6352885,Revenue,1KBAA,Building Contracts,330.93,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25/09/2014,AKW MEDI-CARE LTD,6353614,Revenue,1KBAA,Building Contracts,705.08,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25/09/2014,AKW MEDI-CARE LTD,6353629,Revenue,1KBAA,Building Contracts,309.66,
Children's Services,Schools Payment Agency                 ,Premises,19/09/2014,ALAN HORSBURGH PAINTER & DECORATOR,6365368,Revenue,1E+58,Tyneview Primary,"2,690.00",
Children's Services,Sir Charles Parson Special School      ,Premises,26/09/2014,ALBA POOLS LTD,6369796,Revenue,1E+162,Sir Charles Parsons,358.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,ALBANY HOUSE  (WHITLEY BAY),6355028,Revenue,1MM20,Ind Res Care MH,"4,855.80",
Children's Services,Schools Payment Agency                 ,Supplies & Services,23/09/2014,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,6367957,Revenue,1E+74,English Martyrs R.C. Primary,644.00,
Adult and Culture,EEC Homeless               ,Supplies & Services,29/09/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6354075,Revenue,1VH22,Temporary Accommodation Prem,"1,268.00",
Children's Services,West Riverside S/Start           ,Supplies & Services,02/09/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6342811,Revenue,1EEG1,W River CC Central Costs,"1,338.00",
Children's Services,Childrens Services Support       ,Supplies & Services,08/09/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6342795,Revenue,1MX08,Out of Hrs Soc Care Duty Team,275.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,09/09/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6354603,Revenue,1E459,Cruddas PK Early Years Centre,333.00,
Adult and Culture,Social Services-Care Support           ,Supplies & Services,22/09/2014,ALBERT KENNEDY TRUST OUTPOST,6366454,Revenue,1FC40,Cee Central Team,"2,506.14",
Environment & Regeneration,Cityworks City Hall         ,Supplies & Services,23/09/2014,ALCHEMY TICKETING CLIENT,6367766,Revenue,3KLCH,City Hall Holding Account,"11,541.30",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,ALEXANDRA HOUSE,6367558,Revenue,1MG20,Ind Res Care Elderly,-991.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,ALEXANDRA HOUSE,6367558,Revenue,1MG20,Ind Res Care Elderly,"3,760.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,ALEXANDRA PARK,6355072,Revenue,1MM20,Ind Res Care MH,"8,262.96",
Children's Services,Byker Community Primary School         ,Supplies & Services,10/09/2014,ALFIESOFT LIMITED,6355729,Revenue,1E+38,Byker Primary,295.00,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,01/09/2014,ALL SAINTS CHURCH HALL,6346536,Revenue,1KN41,East Gosforth Ward,"1,001.41",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,10/09/2014,ALL SAINTS CHURCH HALL,6356832,Revenue,1KN32,Kenton Ward,536.84,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,ALLAN COURT RESIDENTIAL HOME,6355082,Revenue,1MG10,Ind Nursing Care Elderly,"-6,170.48",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,ALLAN COURT RESIDENTIAL HOME,6355082,Revenue,1MG20,Ind Res Care Elderly,"-2,764.83",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,ALLAN COURT RESIDENTIAL HOME,6355082,Revenue,1MK20,Ind Res Care LD,-132.35,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,ALLAN COURT RESIDENTIAL HOME,6355082,Revenue,1MG10,Ind Nursing Care Elderly,"47,038.54",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,ALLAN COURT RESIDENTIAL HOME,6355082,Revenue,1MG20,Ind Res Care Elderly,"11,816.08",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,ALLAN COURT RESIDENTIAL HOME,6355082,Revenue,1MK20,Ind Res Care LD,906.28,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,ALLAN COURT RESIDENTIAL HOME,6355082,Revenue,1MM20,Ind Res Care MH,"1,952.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,ALLAN COURT RESIDENTIAL HOME,6355095,Revenue,1MG10,Ind Nursing Care Elderly,443.56,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,ALLIED HEALTHCARE GROUP,6347478,Revenue,1MG51,Ind Home Per Care Elderly,"62,759.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,ALLIED HEALTHCARE GROUP,6347478,Revenue,1MH50,Ind Home Spot Pur PD,"12,753.71",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,ALLIED HEALTHCARE GROUP,6347478,Revenue,1MK51,Ind Home-Per Care LD,"2,485.20",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,ALLIED HEALTHCARE GROUP,6347478,Revenue,1MM50,Ind Home - Spot Pur MH,"2,639.88",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,ALLIED HEALTHCARE GROUP,6373291,Revenue,1MG51,Ind Home Per Care Elderly,"61,844.43",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,ALLIED HEALTHCARE GROUP,6373291,Revenue,1MH50,Ind Home Spot Pur PD,"12,563.73",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,ALLIED HEALTHCARE GROUP,6373291,Revenue,1MK51,Ind Home-Per Care LD,"2,403.48",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,ALLIED HEALTHCARE GROUP,6373291,Revenue,1MM50,Ind Home - Spot Pur MH,"2,684.36",
HRA,HRA Income                 ,Supplies & Services,04/09/2014,ALLPAY.NET LIMITED,6351451,Revenue,1HEIG,Income General,436.08,
HRA,HRA Income                 ,Supplies & Services,04/09/2014,ALLPAY.NET LIMITED,6351454,Revenue,1HEIG,Income General,34.18,
HRA,HRA Income                 ,Supplies & Services,04/09/2014,ALLPAY.NET LIMITED,6351548,Revenue,1HEIG,Income General,22.07,
HRA,HRA Income                 ,Third Party Payments,04/09/2014,ALLPAY.NET LIMITED,6351451,Revenue,1HEIG,Income General,"2,647.72",
HRA,HRA Income                 ,Third Party Payments,04/09/2014,ALLPAY.NET LIMITED,6351454,Revenue,1HEIG,Income General,261.25,
HRA,HRA Income                 ,Third Party Payments,04/09/2014,ALLPAY.NET LIMITED,6351548,Revenue,1HEIG,Income General,354.68,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,17/09/2014,ALPHATEC,6363133,Revenue,1CP17,Digital Printing,256.16,
Adult and Culture,Social Services-Care Support           ,Supplies & Services,22/09/2014,ALZHEIMERS SOCIETY,6366472,Revenue,1MG91,Grants To Vol Orgs Elderly,"7,770.49",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/09/2014,ALZHEIMERS SOCIETY,6361839,Revenue,1MG60,Ind Day Care Elderly,"13,340.76",
Environment & Regeneration,Allendale Building                     ,Supplies & Services,03/09/2014,AMENITY 1 LTD,6289457,Revenue,1KECA,Rothbury Terrace Overheads,300.00,
Environment & Regeneration,CW Security Services             ,Supplies & Services,26/09/2014,AMPAC,6352139,Revenue,1KJ51,Cash in Transit,"1,881.00",
Adult and Culture,Social Services-Care Support           ,Third Party Payments,04/09/2014,ANCHOR TRUST,6351156,Revenue,1MX51,SP Block Subsidy,836.79,
Children's Services,Schools Payment Agency                 ,Premises,09/09/2014,ANDTECH SYSTEMS,6355557,Revenue,1E459,Cruddas PK Early Years Centre,695.00,
Environment & Regeneration,CW Security Services             ,Premises,09/09/2014,ANDTECH SYSTEMS,6354014,Revenue,1KKU5,Civic Centre Control,998.00,
Chief Executive's,CD - Communities                 ,Supplies & Services,12/09/2014,ANIMALSTORY,6340002,Revenue,1KN22,Fenham Ward,500.00,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,12/09/2014,ANTALIS MCNAUGHTON LTD,6359772,Revenue,1CP17,Digital Printing,284.25,
Environment & Regeneration,Highways                               ,Supplies & Services,05/09/2014,APEX CABLES LTD,6348048,Revenue,3KIMF,Highways Stock Account,"1,250.00",
Children's Services,Westgate Hill Primary School           ,Premises,24/09/2014,APOLLOMAX LTD,6369264,Revenue,1E+65,Westgate Hill Primary,309.00,
Children's Services,Westgate Hill Primary School           ,Premises,24/09/2014,APOLLOMAX LTD,6369265,Revenue,1E+65,Westgate Hill Primary,472.70,
Children's Services,Westgate Hill Primary School           ,Premises,24/09/2014,APOLLOMAX LTD,6369327,Revenue,1E+65,Westgate Hill Primary,"1,228.62",
Children's Services,Westgate Hill Primary School           ,Premises,24/09/2014,APOLLOMAX LTD,6369329,Revenue,1E+65,Westgate Hill Primary,872.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,15/09/2014,APPLE DISTRIBUTION INTERNATIONAL,6360357,Revenue,1E+57,Stocksfield Avenue Primary,300.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,23/09/2014,APPLE RETAIL UK LIMITED,6357193,Revenue,1E+81,St. Charles R.C. Primary,"2,925.00",
Children's Services,Schools Payment Agency                 ,Supplies & Services,26/09/2014,APPLE RETAIL UK LIMITED,6370996,Revenue,1E+75,Our Lady & St. Annes R.C. Prmy,"1,304.00",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,APPLEBY CARE HOME,6367576,Revenue,1MG20,Ind Res Care Elderly,-688.32,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,APPLEBY CARE HOME,6367576,Revenue,1MG20,Ind Res Care Elderly,"1,722.88",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,25/09/2014,APPLIED GLASS FILMS LTD,6255136,Revenue,1KVWC,Minor Works Contracts,335.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,18/09/2014,AQA EDUCATION,6364384,Revenue,1E+170,Bridges School-Hospital,541.30,
Children's Services,Heaton Manor High School               ,Employees,23/09/2014,AQA EDUCATION,6367768,Revenue,1E+135,Heaton Manor Comprehensive,349.00,
Children's Services,St Michaels RC Primary School          ,Premises,09/09/2014,AQUAID NORTH,6354415,Revenue,1E+91,St. Michaels R.C. Primary,825.00,
Chief Executive's,CD - Communities                 ,Supplies & Services,15/09/2014,AREEEBA DISTRIBUTION,6360308,Revenue,1KN22,Fenham Ward,300.00,
Children's Services,Educ Fossway S/Start       ,Supplies & Services,04/09/2014,ARGOS BUSINESS SOLUTIONS,6317336,Revenue,1EEK3,Ouseburn Childrens Centre,456.61,
Children's Services,Schools Payment Agency                 ,Supplies & Services,12/09/2014,ARGOS BUSINESS SOLUTIONS,6358530,Revenue,1E+162,Sir Charles Parsons,"1,108.94",
Children's Services,Schools Payment Agency                 ,Supplies & Services,29/09/2014,ARGOS BUSINESS SOLUTIONS,6351184,Revenue,1E+161,Hadrian,262.43,
Children's Services,Bridges School                         ,Supplies & Services,18/09/2014,ARGOS BUSINESS SOLUTIONS,6364323,Revenue,1E+97,Bridgewater Centre,258.02,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,10/09/2014,ARK HOUSE TREATMENT CENTRE,6355749,Revenue,1MP27,DAT Residential Rehab,"1,639.76",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,10/09/2014,ARK HOUSE TREATMENT CENTRE,6357000,Revenue,1MP27,DAT Residential Rehab,644.19,
Chief Executive's,CD - Treasury Mgmt Payments NOR        ,Supplies & Services,24/09/2014,ARLINGCLOSE LTD,6367896,Revenue,1RL50,Treasury Management Expenses,"3,375.00",
Environment & Regeneration,Fleet Management System                ,Supplies & Services,19/09/2014,ARNOLD CLARK,6364517,Revenue,1KESH,Light Workshop Routine Repair,343.01,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,29/09/2014,ARNOLD CLARK,6362229,Revenue,1KESH,Light Workshop Routine Repair,615.56,
Adult and Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,02/09/2014,ARROW SALES TRAINING LIMITED,6348271,Revenue,1EA65,Apprenticeship Plus,416.66,
Adult and Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,26/09/2014,ARROW SALES TRAINING LIMITED,6365789,Revenue,1EA65,Apprenticeship Plus,416.66,
Adult and Culture,AS - Westgate AE           ,Supplies & Services,29/09/2014,ARROW SALES TRAINING LIMITED,6371866,Revenue,1EA15,Newcastle City Learning Main,"3,000.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,ARTEMIS SUPPORT,6347435,Revenue,1MG50,Ind Home Spot Pur Elderly,"3,978.18",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,ARTEMIS SUPPORT,6373394,Revenue,1MG50,Ind Home Spot Pur Elderly,"6,802.66",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,ARTEMIS SUPPORT,6373394,Revenue,1MH50,Ind Home Spot Pur PD,"1,245.44",
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,23/09/2014,ARTEMIS SUPPORT,6367394,Revenue,1MC02,Ind Sector Placements,"11,600.00",
Children's Services,Schools Payment Agency                 ,Premises,05/09/2014,AS MECHANICAL BUILDING SERVICES LTD,6352509,Revenue,1E+164,Trinity,"1,150.00",
Children's Services,Schools Payment Agency                 ,Premises,05/09/2014,AS MECHANICAL BUILDING SERVICES LTD,6352510,Revenue,1E+164,Trinity,510.00,
Adult and Culture,AS - Learning City         ,Supplies & Services,10/09/2014,ASCENTIS,6356955,Revenue,1EA15,Newcastle City Learning Main,368.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,11/09/2014,ASDAN LTD,6358283,Revenue,1E+162,Sir Charles Parsons,350.00,
Children's Services,Benfield Secon/High School             ,Supplies & Services,17/09/2014,ASDAN LTD,6363390,Revenue,1E+133,Benfield Comprehensive,350.00,
Children's Services,Heaton Manor High School               ,Supplies & Services,15/09/2014,ASDAN LTD,6360678,Revenue,1E+135,Heaton Manor Comprehensive,350.00,
Children's Services,Thomas Bewick Special School           ,Supplies & Services,17/09/2014,ASDAN LTD,6361579,Revenue,1E+163,Thomas Bewick,350.00,
Children's Services,Walbottle Campus Secon/High School     ,Supplies & Services,18/09/2014,ASDAN LTD,6364120,Revenue,1E+121,Walbottle High,350.00,
Children's Services,Walker Secon/High School               ,Supplies & Services,17/09/2014,ASE INTERACTIVE SERVICES,6363145,Revenue,1E+137,Walker Comprehensive,500.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,12/09/2014,ASGARD SECURE STEEL STORAGE,6359263,Revenue,1E+16,Gosforth Park First,423.33,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,ASHFIELD COURT,6355029,Revenue,1MG20,Ind Res Care Elderly,"-2,416.54",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,ASHFIELD COURT,6355029,Revenue,1MG20,Ind Res Care Elderly,"10,812.76",
Environment & Regeneration,Highways                               ,Supplies & Services,12/09/2014,ASHTEAD PLANT HIRE CO LTD,6359422,Revenue,3KIMF,Highways Stock Account,"1,168.00",
Environment & Regeneration,Highways                               ,Supplies & Services,12/09/2014,ASHTEAD PLANT HIRE CO LTD,6359701,Revenue,3KIMF,Highways Stock Account,"1,264.00",
Environment & Regeneration,Highways                               ,Supplies & Services,17/09/2014,ASHTEAD PLANT HIRE CO LTD,6360557,Revenue,3KIMF,Highways Stock Account,588.00,
Environment & Regeneration,Highways                               ,Transport,02/09/2014,ASHTEAD PLANT HIRE CO LTD,6348273,Revenue,1KEMC,Highways,616.00,
Environment & Regeneration,Highways                               ,Transport,03/09/2014,ASHTEAD PLANT HIRE CO LTD,6349663,Revenue,1KEMC,Highways,804.00,
Environment & Regeneration,Highways                               ,Transport,03/09/2014,ASHTEAD PLANT HIRE CO LTD,6349730,Revenue,1KEMC,Highways,"1,243.06",
